photo_id,filename,relpath,folder_name,exif_date,exif_date_digitized,year,month,day,hour,minute,mtime,ctime,size,exif_width,exif_height,PIL_width,PIL_height,caption,tags,rating,md5sum
11,DSC_5480.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:08:58,2011:01:30 19:08:58,2011,Jan,30,19,8,2011:02:28 07:48:58,2011:03:12 21:36:59,3.246499,2592,3872,2592,3872,,,,b772b73d66c29e6526a1a030ddba06b7
12,DSC_5481.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:09:43,2011:01:30 19:09:43,2011,Jan,30,19,9,2011:01:30 18:09:44,2011:03:12 21:36:59,3.597224,3872,2592,3872,2592,,,,223f31cce7b632423fd8c4d4dabad7f2
13,DSC_5483.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:09:53,2011:01:30 19:09:53,2011,Jan,30,19,9,2011:01:30 18:09:54,2011:03:12 21:36:59,3.557647,3872,2592,3872,2592,,,,8da27ea0f368d4fd44a3c62571c2aefc
14,DSC_5484.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:09:55,2011:01:30 19:09:55,2011,Jan,30,19,9,2011:01:30 18:09:56,2011:03:12 21:37:00,3.54946,3872,2592,3872,2592,,,,0c589508bd108de1ae2a684589447bf4
15,DSC_5485.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:00,2011:01:30 19:10:00,2011,Jan,30,19,10,2011:01:30 18:10:02,2011:03:12 21:37:00,3.436021,3872,2592,3872,2592,,,,248f026a8b3435cba776670b97ba4c43
16,DSC_5486.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,,,2011,Mar,19,19,44,2011:03:19 19:44:04,2011:03:19 19:44:05,5.054661,,,3872,2593,,,,143a4b91abb35d2631ba736337a2cc20
17,DSC_5487.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:07,2011:01:30 19:10:07,2011,Jan,30,19,10,2011:02:28 07:48:56,2011:03:12 21:37:00,3.714689,2592,3872,2592,3872,,,,62553c19e23313612bb0d7d21a8d6a37
18,DSC_5488.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:08,2011:01:30 19:10:08,2011,Jan,30,19,10,2011:02:28 07:48:56,2011:03:12 21:37:01,3.801895,2592,3872,2592,3872,,,,8d6c348e3ca12411e5136a9e0c48b5e5
19,DSC_5489.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:32,2011:01:30 19:10:32,2011,Jan,30,19,10,2011:01:30 18:10:34,2011:03:12 21:37:01,3.614888,3872,2592,3872,2592,,,,604b77d7f21f1d3c5d197813d89f6270
20,DSC_5490.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,,,2011,Mar,19,19,44,2011:03:19 19:44:14,2011:03:19 19:44:14,4.879829,,,2593,3873,,,,d5f0080de591e9c68ebc6e314dca904f
21,DSC_5496.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:48,2011:01:30 19:10:48,2011,Jan,30,19,10,2011:01:30 18:10:48,2011:03:12 21:37:01,3.234214,3872,2592,3872,2592,,,,a5263a82c1989a06425c962fd7751dde
22,DSC_5496_EZ_improver.jpg,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:48,2011:01:30 19:10:48,2011,Jan,30,19,10,2011:03:19 19:54:34,2011:03:19 19:54:35,3.736423,0,0,3872,2592,,,,670319629e8c7495f9e372af7cef4161
23,DSC_5497.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:48,2011:01:30 19:10:48,2011,Jan,30,19,10,2011:01:30 18:10:50,2011:03:12 21:37:01,3.277773,3872,2592,3872,2592,,,,5cc514e69ffaeead0072fa0bf1d6ffab
24,DSC_5497_EZ_improver.jpg,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:48,2011:01:30 19:10:48,2011,Jan,30,19,10,2011:03:19 19:53:36,2011:03:19 19:53:36,3.787051,0,0,3872,2592,,,,659e30178c4c71308a949c292e6b3ab6
25,DSC_5500.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:10:52,2011:01:30 19:10:52,2011,Jan,30,19,10,2011:01:30 18:10:54,2011:03:12 21:37:01,3.24806,3872,2592,3872,2592,,,,287b8b6ff1148ec0f51e0a1664ce4385
26,DSC_5502.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:44:01,2011:01:30 19:44:01,2011,Jan,30,19,44,2011:02:28 07:48:54,2011:03:12 21:37:02,3.242869,2592,3872,2592,3872,,,,a16cd8f38b2cd4ca4567c4f20ae3a78b
27,DSC_5507.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:45:01,2011:01:30 19:45:01,2011,Jan,30,19,45,2011:01:30 18:45:02,2011:03:12 21:37:02,3.263139,3872,2592,3872,2592,,,,e7eea3db7e13d19f36b8b66fcfbfb614
28,DSC_5512.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:30 19:46:20,2011:01:30 19:46:20,2011,Jan,30,19,46,2011:01:30 18:46:22,2011:03:12 21:37:02,3.645532,3872,2592,3872,2592,,,,068c801acd1e227a09e008c0c37cf089
29,DSC_5530.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:54:41,2011:01:31 17:54:41,2011,Jan,31,17,54,2011:01:31 16:54:42,2011:03:12 21:37:02,3.681451,3872,2592,3872,2592,,,,11ffb548e73f7ec5cef03d5dd1044d8b
30,DSC_5531.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:55:02,2011:01:31 17:55:02,2011,Jan,31,17,55,2011:01:31 16:55:04,2011:03:12 21:37:02,3.502149,3872,2592,3872,2592,,,,604ea4140c12003f738ae5477729c8bf
31,DSC_5532.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:55:13,2011:01:31 17:55:13,2011,Jan,31,17,55,2011:01:31 16:55:14,2011:03:12 21:37:02,3.703636,3872,2592,3872,2592,,,,2e17bd0d2114c5aaeb44e15a936ed4c4
32,DSC_5533.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:55:24,2011:01:31 17:55:24,2011,Jan,31,17,55,2011:02:28 07:48:52,2011:03:12 21:37:03,3.635099,2592,3872,2592,3872,,,,dc274310eb869b36422730824cbbce62
33,DSC_5534.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:55:48,2011:01:31 17:55:48,2011,Jan,31,17,55,2011:01:31 16:55:50,2011:03:12 21:37:03,3.403025,3872,2592,3872,2592,,,,b6a5f0803869d07c59a199dfe795ec80
34,DSC_5539.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:58:58,2011:01:31 17:58:58,2011,Jan,31,17,58,2011:01:31 16:59:00,2011:03:12 21:37:03,2.788123,3872,2592,3872,2592,,,,d44f8216f8cf9b2c32ae144e913e492f
35,DSC_5541.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:59:12,2011:01:31 17:59:12,2011,Jan,31,17,59,2011:01:31 16:59:12,2011:03:12 21:37:04,3.087499,3872,2592,3872,2592,,,,f469e5083d53e1c4441a14aa39c2cc0c
36,DSC_5542.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:01:31 17:59:32,2011:01:31 17:59:32,2011,Jan,31,17,59,2011:01:31 16:59:34,2011:03:12 21:37:04,3.142688,3872,2592,3872,2592,,,,9b6aa95ed5e642ecf78edf9a4f7572fe
37,DSC_5544.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:13:37,2011:02:03 18:13:37,2011,Feb,3,18,13,2011:02:03 17:13:38,2011:03:12 21:37:04,3.377531,3872,2592,3872,2592,,,,d82820e143164fa088a71be2d4c3cd43
38,DSC_5547.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:14:34,2011:02:03 18:14:34,2011,Feb,3,18,14,2011:02:03 17:14:34,2011:03:12 21:37:04,3.210874,3872,2592,3872,2592,,,,7f9c7761ce66443bc94f0176e829aa83
39,DSC_5549.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:14:57,2011:02:03 18:14:57,2011,Feb,3,18,14,2011:02:28 07:48:52,2011:03:12 21:37:04,3.269956,2592,3872,2592,3872,,,,4e4201bd4671ed165dad91bb4095003f
40,DSC_5550.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:15:33,2011:02:03 18:15:33,2011,Feb,3,18,15,2011:02:03 17:15:34,2011:03:12 21:37:05,3.185928,3872,2592,3872,2592,,,,824aaa450b56bdba4ac7c08847f73236
41,DSC_5551.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:16:21,2011:02:03 18:16:21,2011,Feb,3,18,16,2011:02:28 07:48:50,2011:03:12 21:37:05,3.743104,2592,3872,2592,3872,,,,17cd632f1be04d05fecd434a19a4415c
42,DSC_5552.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:16:28,2011:02:03 18:16:28,2011,Feb,3,18,16,2011:02:28 07:48:50,2011:03:12 21:37:05,3.400637,2592,3872,2592,3872,,,,288da533457f27c9a03e9d93ef22b87c
43,DSC_5553.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:16:34,2011:02:03 18:16:34,2011,Feb,3,18,16,2011:02:28 07:48:48,2011:03:12 21:37:05,3.386047,2592,3872,2592,3872,,,,1ff23c12d17622ea71a6b82ca61d689c
44,DSC_5554.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:16:43,2011:02:03 18:16:43,2011,Feb,3,18,16,2011:02:28 07:48:48,2011:03:12 21:37:06,3.442402,2592,3872,2592,3872,,,,1ff7daf4cc7bac002852aca176cc2d8d
45,DSC_5555.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:16:47,2011:02:03 18:16:47,2011,Feb,3,18,16,2011:02:03 17:16:48,2011:03:12 21:37:06,3.607948,3872,2592,3872,2592,,,,642ed7d9fcc2f5182eb94ee8aebd33bf
46,DSC_5556.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:03 18:16:52,2011:02:03 18:16:52,2011,Feb,3,18,16,2011:02:03 17:16:54,2011:03:12 21:37:06,3.324227,3872,2592,3872,2592,,,,e703d2f42b2de48aed7a56ed7c5d7851
47,DSC_5560.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:04 10:28:35,2011:02:04 10:28:35,2011,Feb,4,10,28,2011:02:28 07:48:46,2011:03:12 21:37:06,2.978732,2592,3872,2592,3872,,,,6c70848aa768f831c6e5ac8800843eec
48,DSC_5561.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:04 10:29:01,2011:02:04 10:29:01,2011,Feb,4,10,29,2011:02:28 07:48:46,2011:03:12 21:37:06,3.393461,2592,3872,2592,3872,,,,6fe79f230a1e33377a28399ec713c299
49,DSC_5562.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:04 10:29:01,2011:02:04 10:29:01,2011,Feb,4,10,29,2011:02:28 07:48:46,2011:03:12 21:37:07,3.402222,2592,3872,2592,3872,,,,f77e311b04d4ceed275d719a5057769f
50,DSC_5563.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:04 15:16:53,2011:02:04 15:16:53,2011,Feb,4,15,16,2011:02:28 07:48:44,2011:03:12 21:37:07,3.318567,2592,3872,2592,3872,,,,a6f50da38a57cbc7b4f1e48502163484
51,DSC_5564.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:04 15:17:06,2011:02:04 15:17:06,2011,Feb,4,15,17,2011:02:28 07:48:44,2011:03:12 21:37:07,3.311557,2592,3872,2592,3872,,,,b61000f6769069894269e09f81a49b9c
52,DSC_5565.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:04 15:17:27,2011:02:04 15:17:27,2011,Feb,4,15,17,2011:02:04 14:17:28,2011:03:12 21:37:07,3.795493,3872,2592,3872,2592,,,,1332e989a3188d2305d94d99520dcaf6
53,DSC_5566.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:16:09,2011:02:06 07:16:09,2011,Feb,6,7,16,2011:02:06 06:16:10,2011:03:12 21:37:07,4.164318,3872,2592,3872,2592,,,,f34d319710654919ff6096513d723abc
54,DSC_5567.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:16:14,2011:02:06 07:16:14,2011,Feb,6,7,16,2011:02:06 06:16:16,2011:03:12 21:37:08,4.38056,3872,2592,3872,2592,,,,37831807f79f141c612d48fb324e7b50
55,DSC_5568.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:16:30,2011:02:06 07:16:30,2011,Feb,6,7,16,2011:02:06 06:16:32,2011:03:12 21:37:08,3.336911,3872,2592,3872,2592,,,,d50acd3e0cafb2886134b831051d6726
56,DSC_5569.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:16:34,2011:02:06 07:16:34,2011,Feb,6,7,16,2011:02:06 06:16:34,2011:03:12 21:37:08,4.103531,3872,2592,3872,2592,,,,bb209cfc0fda441f77717cf1b039138f
57,DSC_5570.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:16:41,2011:02:06 07:16:41,2011,Feb,6,7,16,2011:02:06 06:16:42,2011:03:12 21:37:08,3.522332,3872,2592,3872,2592,,,,dd5b1fb50848e21d448244ffe04aac48
58,DSC_5571.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:16:46,2011:02:06 07:16:46,2011,Feb,6,7,16,2011:02:28 07:48:42,2011:03:12 21:37:09,3.353955,2592,3872,2592,3872,,,,a94ee586819958006674aeb25bd3f325
59,DSC_5573.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:17:13,2011:02:06 07:17:13,2011,Feb,6,7,17,2011:02:06 06:17:14,2011:03:12 21:37:09,3.902745,3872,2592,3872,2592,,,,aa91acda5ba2038cfbfaaad44a01be91
60,DSC_5576.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 07:18:09,2011:02:06 07:18:09,2011,Feb,6,7,18,2011:02:06 06:18:10,2011:03:12 21:37:09,3.187212,3872,2592,3872,2592,,,,1e2d46d73ad66f0ac674907b95980e95
61,DSC_5577.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 11:46:23,2011:02:06 11:46:23,2011,Feb,6,11,46,2011:02:06 10:46:24,2011:03:12 21:37:09,3.824552,3872,2592,3872,2592,,,,3e01537d2dde0f37f88cd3229c053fd2
62,DSC_5578.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 11:47:03,2011:02:06 11:47:03,2011,Feb,6,11,47,2011:02:06 10:47:04,2011:03:12 21:37:09,2.887405,3872,2592,3872,2592,,,,90601c8f4a10c9eead644a2fc9f3fe58
63,DSC_5581.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:06 11:47:45,2011:02:06 11:47:45,2011,Feb,6,11,47,2011:02:28 07:48:42,2011:03:12 21:37:10,3.4367,2592,3872,2592,3872,,,,3309c8263cc9b7c09f72f839f1ad2fa3
64,DSC_5586.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 12:11:13,2011:02:11 12:11:13,2011,Feb,11,12,11,2011:02:11 11:11:14,2011:03:12 21:37:10,3.197766,3872,2592,3872,2592,,,,1461f46654f71285fe15c85994f64488
65,DSC_5587.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 12:11:15,2011:02:11 12:11:15,2011,Feb,11,12,11,2011:02:11 11:11:16,2011:03:12 21:37:10,3.278874,3872,2592,3872,2592,,,,8019ed82b92a382e1e05a5b959178f50
66,DSC_5600.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:21:21,2011:02:11 14:21:21,2011,Feb,11,14,21,2011:02:28 07:48:40,2011:03:12 21:37:11,3.027835,2592,3872,2592,3872,,,,c1c4a012381cb058d9bb3c6cce3f8d80
67,DSC_5601.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:21:35,2011:02:11 14:21:35,2011,Feb,11,14,21,2011:02:28 07:48:38,2011:03:12 21:37:11,2.819531,2592,3872,2592,3872,,,,6578ceaf3d36d793d8fd24bfac3c2034
68,DSC_5602.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:21:44,2011:02:11 14:21:44,2011,Feb,11,14,21,2011:02:28 07:48:38,2011:03:12 21:37:11,2.821114,2592,3872,2592,3872,,,,882b770c54e240dd747f4e270a672ae4
69,DSC_5603.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:33:42,2011:02:11 14:33:42,2011,Feb,11,14,33,2011:02:11 13:33:44,2011:03:12 21:37:11,2.906307,3872,2592,3872,2592,,,,48b896765d2ed8c50acc34b2433a99d3
70,DSC_5604.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:33:50,2011:02:11 14:33:50,2011,Feb,11,14,33,2011:02:11 13:33:50,2011:03:12 21:37:11,3.281691,3872,2592,3872,2592,,,,295295adb07273d320c02da2481ec95c
71,DSC_5605.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:33:58,2011:02:11 14:33:58,2011,Feb,11,14,33,2011:02:11 13:33:58,2011:03:12 21:37:12,3.328724,3872,2592,3872,2592,,,,b5713523e8af5076cd8268567695a377
72,DSC_5606.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:34:10,2011:02:11 14:34:10,2011,Feb,11,14,34,2011:02:11 13:34:10,2011:03:12 21:37:12,3.27912,3872,2592,3872,2592,,,,a80ed5ca6fb40d4a9caa63a73c6c673a
73,DSC_5607.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:34:19,2011:02:11 14:34:19,2011,Feb,11,14,34,2011:02:11 13:34:20,2011:03:12 21:37:12,3.136364,3872,2592,3872,2592,,,,5ef95d96a8eebc55920c58a9497127ef
74,DSC_5608.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:34:26,2011:02:11 14:34:26,2011,Feb,11,14,34,2011:02:11 13:34:28,2011:03:12 21:37:12,3.290083,3872,2592,3872,2592,,,,4d92bc46deb446a33dc32694ce8a7123
75,DSC_5609.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:34:33,2011:02:11 14:34:33,2011,Feb,11,14,34,2011:02:28 07:48:36,2011:03:12 21:37:12,2.954915,2592,3872,2592,3872,,,,4b55f33286387794167d6fa10d1f3cc5
76,DSC_5610.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:59:26,2011:02:11 14:59:26,2011,Feb,11,14,59,2011:02:28 07:48:36,2011:03:12 21:37:12,3.573634,2592,3872,2592,3872,,,,a8e69d80e67625908192d044706f7153
77,DSC_5611.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:59:43,2011:02:11 14:59:43,2011,Feb,11,14,59,2011:02:28 07:48:34,2011:03:12 21:37:13,3.395416,2592,3872,2592,3872,,,,cd40a95901e40a09c2680fdfc18dcdde
78,DSC_5612.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:59:44,2011:02:11 14:59:44,2011,Feb,11,14,59,2011:02:28 07:48:34,2011:03:12 21:37:13,3.769169,2592,3872,2592,3872,,,,2689ca365ed17000c050b46c3cdfc59f
79,DSC_5613.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 14:59:45,2011:02:11 14:59:45,2011,Feb,11,14,59,2011:02:28 07:48:32,2011:03:12 21:37:13,3.657001,2592,3872,2592,3872,,,,e945a2673c66e11229e45af48a4734d8
80,DSC_5614.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 15:00:06,2011:02:11 15:00:06,2011,Feb,11,15,0,2011:02:11 14:00:08,2011:03:12 21:37:14,3.356954,3872,2592,3872,2592,,,,efd127996954c36cc598978393464eff
81,DSC_5615.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 15:00:20,2011:02:11 15:00:20,2011,Feb,11,15,0,2011:02:28 07:48:32,2011:03:12 21:37:14,3.494904,2592,3872,2592,3872,,,,0a4b44778388c76b93f510147302a3e3
82,DSC_5616.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 15:00:27,2011:02:11 15:00:27,2011,Feb,11,15,0,2011:02:28 07:48:30,2011:03:12 21:37:14,3.458017,2592,3872,2592,3872,,,,3d1a90fe9cbe8f6797039dfdbad24eb1
83,DSC_5617.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 15:00:29,2011:02:11 15:00:29,2011,Feb,11,15,0,2011:02:28 07:48:30,2011:03:12 21:37:14,3.452431,2592,3872,2592,3872,,,,938d5e480b9c010975c24c12798967cc
84,DSC_5618.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 15:00:34,2011:02:11 15:00:34,2011,Feb,11,15,0,2011:02:11 14:00:36,2011:03:12 21:37:15,3.385878,3872,2592,3872,2592,,,,c820c1ac04155aa38c188b7a64b065ba
85,DSC_5619.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 15:00:38,2011:02:11 15:00:38,2011,Feb,11,15,0,2011:02:11 14:00:38,2011:03:12 21:37:15,3.371996,3872,2592,3872,2592,,,,c46725a6bf5141134a34b509ef5f913b
86,DSC_5620.JPG,2011/Feb_2011/unsorted/2011-02-28--08.44.47,2011-02-28--08.44.47,2011:02:11 15:00:40,2011:02:11 15:00:40,2011,Feb,11,15,0,2011:02:28 07:48:30,2011:03:12 21:37:15,3.543212,2592,3872,2592,3872,,,,10d3f03b1b87ba93aa248031e6f09348
